end,val,accn,fy,fp,form,filed,frame,unit,item,fact,cik,start
2011-08-31,296382000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,CY2011Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2011-11-30,294012000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,CY2011Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-02-29,331478000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,CY2012Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-05-31,302056000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-05-31,302100000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-05-31,302100000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-05-31,302100000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-05-31,302100000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2012Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-08-31,282800000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,CY2012Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2012-11-30,285100000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,CY2012Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-02-28,302400000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,CY2013Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-05-31,297400000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-05-31,297400000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-05-31,297400000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-05-31,297400000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-05-31,297400000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,CY2013Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-08-31,285700000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,CY2013Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2013-11-30,319800000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,CY2013Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-02-28,310100000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,CY2014Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-05-31,283100000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-05-31,283100000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-05-31,283100000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-05-31,283100000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-05-31,283100000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,CY2014Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-08-31,294900000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,CY2014Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2014-11-30,319300000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,CY2014Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-02-28,249600000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,CY2015Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-05-31,229000000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-05-31,229000000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-05-31,229000000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-05-31,229000000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-05-31,229000000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,CY2015Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-08-31,270600000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,CY2015Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2015-11-30,252600000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,CY2015Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-02-29,249900000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,CY2016Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-05-31,242700000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-05-31,248300000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-05-31,248300000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-05-31,248300000.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-05-31,248300000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2016Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-08-31,238000000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,CY2016Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2016-11-30,276500000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,CY2016Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-02-28,264600000.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,CY2017Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-05-31,251400000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-05-31,251400000.0,0001104659-17-058003,2018,Q1,10-Q,2017-09-20,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-05-31,251400000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-05-31,234500000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-05-31,234500000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,CY2017Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-08-31,264700000.0,0001104659-17-058003,2018,Q1,10-Q,2017-09-20,CY2017Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2017-11-30,258400000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,CY2017Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-02-28,203400000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,CY2018Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-05-31,202000000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-05-31,202000000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-05-31,202000000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-05-31,202000000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-05-31,202000000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-06-01,170600000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-06-01,170600000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-06-01,170600000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-06-01,170600000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2018Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-08-31,191000000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,CY2018Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2018-11-30,218600000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,CY2018Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2019-02-28,237600000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,CY2019Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2019-05-31,197800000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2019-05-31,197800000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2019-05-31,197800000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2019-05-31,197800000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,CY2019Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2019-08-31,197300000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,CY2019Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2019-11-30,208500000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,CY2019Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2020-02-29,225700000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,CY2020Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2020-05-31,171900000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2020-05-31,171900000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2020-05-31,171900000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,CY2020Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2020-08-31,166700000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,CY2020Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2020-11-30,169800000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,CY2020Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2021-02-28,186800000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,CY2021Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2021-05-31,166700000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2021-05-31,166700000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2021-05-31,166700000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,CY2021Q2I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2021-08-31,180800000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,CY2021Q3I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2021-11-30,192100000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,CY2021Q4I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2022-02-28,209300000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,CY2022Q1I,USD,AccountsReceivableNetCurrent,us-gaap,1750,
2010-05-31,109811000.0,0001104659-10-049632,2011,Q1,10-Q,2010-09-23,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2010-05-31,109811000.0,0001104659-10-063683,2011,Q2,10-Q,2010-12-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2010-05-31,109811000.0,0001104659-11-015691,2011,Q3,10-Q,2011-03-22,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2010-05-31,108950000.0,0001047469-11-006302,2011,FY,10-K,2011-07-13,CY2010Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2010-08-31,103243000.0,0001104659-10-049632,2011,Q1,10-Q,2010-09-23,CY2010Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2010-11-30,106118000.0,0001104659-10-063683,2011,Q2,10-Q,2010-12-21,CY2010Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-02-28,102534000.0,0001104659-11-015691,2011,Q3,10-Q,2011-03-22,CY2011Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-05-31,116839000.0,0001047469-11-006302,2011,FY,10-K,2011-07-13,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-05-31,116839000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-05-31,116839000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-05-31,116839000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-05-31,116839000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,CY2011Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-08-31,104912000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,CY2011Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2011-11-30,106991000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,CY2011Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-02-29,144759000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,CY2012Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-05-31,148956000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-05-31,149000000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-05-31,149000000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-05-31,149000000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-05-31,149000000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2012Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-08-31,131900000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,CY2012Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2012-11-30,139200000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,CY2012Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-02-28,162200000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,CY2013Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-05-31,153300000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-05-31,153300000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-05-31,153300000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-05-31,153300000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-05-31,153300000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,CY2013Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-08-31,128400000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,CY2013Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2013-11-30,141100000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,CY2013Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-02-28,142300000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,CY2014Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-05-31,161300000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-05-31,161300000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-05-31,161300000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-05-31,161300000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-05-31,161300000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,CY2014Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-08-31,141200000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,CY2014Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2014-11-30,146000000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,CY2014Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-02-28,125000000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,CY2015Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-05-31,200700000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-05-31,200700000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-05-31,200700000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-05-31,200700000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-05-31,200700000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,CY2015Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-08-31,181800000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,CY2015Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2015-11-30,173400000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,CY2015Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-02-29,162000000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,CY2016Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-05-31,153600000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-05-31,163100000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-05-31,163100000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-05-31,163100000.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-05-31,163100000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2016Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-08-31,152900000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,CY2016Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2016-11-30,164400000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,CY2016Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-02-28,146200000.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,CY2017Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-05-31,155700000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-05-31,155700000.0,0001104659-17-058003,2018,Q1,10-Q,2017-09-20,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-05-31,155700000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-05-31,139900000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-05-31,139900000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,CY2017Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-08-31,133800000.0,0001104659-17-058003,2018,Q1,10-Q,2017-09-20,CY2017Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2017-11-30,138900000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,CY2017Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-02-28,123200000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,CY2018Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-05-31,138300000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-05-31,138300000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-05-31,138300000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-05-31,138300000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-05-31,138300000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-06-01,147400000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-06-01,147400000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-06-01,147400000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-06-01,147400000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2018Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-08-31,110800000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,CY2018Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2018-11-30,114400000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,CY2018Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-02-28,115000000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,CY2019Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-05-31,140500000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-05-31,140500000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-05-31,140500000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-05-31,140500000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-05-31,140500000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-06-01,150500000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-06-01,150500000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-06-01,150500000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-06-01,150500000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,CY2019Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-08-31,128700000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,CY2019Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2019-11-30,133200000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,CY2019Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-02-29,149800000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,CY2020Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-05-31,161600000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-05-31,161600000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-05-31,161600000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-05-31,161600000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-05-31,161600000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,CY2020Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-08-31,145000000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,CY2020Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2020-11-30,153100000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,CY2020Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-02-28,168800000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,CY2021Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-05-31,174200000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-05-31,174200000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-05-31,148300000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-05-31,148300000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-05-31,174200000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,CY2021Q2I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-08-31,159800000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,CY2021Q3I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2021-11-30,143100000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,CY2021Q4I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2022-02-28,157400000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,CY2022Q1I,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
2022-05-31,174600000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,USD,AccruedLiabilitiesCurrent,us-gaap,1750,
